# timestamp workers_connected workers_init workers_idle workers_busy workers_able workers_joined workers_removed workers_released workers_idled_out workers_blacklisted workers_fast_aborted workers_lost tasks_waiting tasks_on_workers tasks_running tasks_with_results tasks_submitted tasks_dispatched tasks_done tasks_failed tasks_cancelled tasks_exhausted_attempts time_when_started time_send time_receive time_send_good time_receive_good time_status_msgs time_internal time_polling time_application time_execute time_execute_good time_execute_exhaustion bytes_sent bytes_received bandwidth capacity_tasks capacity_cores capacity_memory capacity_disk capacity_instantaneous capacity_weighted total_cores total_memory total_disk committed_cores committed_memory committed_disk max_cores max_memory max_disk min_cores min_memory min_disk
1529356956035489 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 19 0 0 0 0 0 1529356955085963 0 0 0 0 0 0 0 0 0 0 0 0 0 1.000000 10 10 5120 10240 10 10 0 0 0 0 0 0 0 0 0 0 0 0
1529356970099033 1 0 0 1 1 1 0 0 0 0 0 0 18 1 0 0 19 0 0 0 0 0 1529356955085963 998 64 0 0 472 1417 13412206 954114 0 0 0 77205880 0 1.000000 10 10 5120 10240 10 10 8 256987 1355308 0 0 0 8 256987 1355308 0 0 0
1529356971119738 1 0 0 1 1 1 0 0 0 0 0 0 18 1 1 0 19 1 0 0 0 0 1529356955085963 645164 75 0 0 630 1548 14431996 954114 0 0 0 77205880 0 1.000000 10 10 5120 10240 10 10 8 256987 1355308 8 256987 1355308 8 256987 1355308 0 0 0
1529356972591538 2 0 0 2 2 2 0 0 0 0 0 0 17 2 1 0 19 1 0 0 0 0 1529356955085963 646379 101 0 0 968 1717 15116674 954171 0 0 0 154411760 0 1.000000 10 10 5120 10240 10 10 16 272772 1410400 8 256987 1355308 8 256987 1355308 0 0 0
1529356976626135 2 0 0 2 2 2 0 0 0 0 0 0 17 2 2 0 19 2 0 0 0 0 1529356955085963 1433123 119 0 0 1128 1847 19149401 954171 0 0 0 154411760 0 102.745056 10 10 5120 10240 10 10 16 272772 1410400 16 272772 1410400 8 256987 1355308 0 0 0
1529357187909355 3 0 0 3 3 3 0 0 0 0 0 0 16 3 2 0 19 2 0 0 0 0 1529356955085963 1473962 726 0 0 2172 74554 227246304 1036366 0 0 0 231617640 0 149.786121 10 10 5120 10240 10 10 32 369061 1442864 16 272772 1410400 16 256987 1355308 0 0 0
1529357187909503 3 0 0 3 3 3 0 0 0 0 0 0 16 3 2 0 19 3 0 0 0 0 1529356955085963 4462573 726 0 0 2172 74554 227246304 1036366 0 0 0 231617640 0 49.489804 10 10 5120 10240 10 10 32 369061 1442864 32 369061 1442864 16 256987 1355308 0 0 0
1529358224829423 4 0 0 4 4 4 0 0 0 0 0 0 15 4 3 0 19 3 0 0 0 0 1529356955085963 4729255 3823 0 0 117627 234555 1262786903 1220707 0 0 0 308823520 0 62.225271 10 10 5120 10240 10 10 40 369985 1456050 32 369061 1442864 16 256987 1355308 0 0 0
1529358227852457 4 0 0 4 4 4 0 0 0 0 0 0 15 4 4 0 19 4 0 0 0 0 1529356955085963 5378995 3836 0 0 117758 234655 1265807690 1220707 0 0 0 308823520 0 54.714157 10 10 5120 10240 10 10 40 369985 1456050 40 369985 1456050 16 256987 1355308 0 0 0
1529358365750994 4 0 0 4 4 4 0 0 0 0 0 0 15 4 4 1 19 4 0 0 0 0 1529356955085963 5420953 4253 0 0 118643 238900 1403605834 1264495 1393159527 0 0 308823520 0 54.286797 10 10 5120 10240 10 10 40 369985 1456050 40 369985 1456050 16 256987 1355308 0 0 0
1529358365783594 4 0 1 3 4 4 0 0 0 0 0 0 15 3 3 0 19 4 1 0 0 0 1529356955085963 5420953 4253 0 32419 127556 238900 1403605834 1264495 1393159527 1393159527 0 308823520 33963 54.292768 10 10 5120 10240 10 10 40 369985 1456050 40 369985 1456050 16 256987 1355308 0 0 0
1529358365783769 4 0 1 3 4 4 0 0 0 0 0 0 15 3 3 0 19 4 1 0 0 0 1529356955085963 5420953 36862 0 32419 127556 238900 1403605834 1264495 1393159527 1393159527 0 308823520 33963 53.968383 1703 13624 26881855 93821676 1704 1704 40 369985 1456050 32 354200 1400958 16 256987 1355308 0 0 0
1529358365783858 4 0 1 3 4 4 0 0 0 0 0 0 15 3 3 0 19 4 1 0 0 0 1529356955085963 5420953 36862 0 32419 127556 239007 1403605834 1264495 1393159527 1393159527 0 308823520 33963 53.968383 1703 13624 26881855 93821676 1704 1704 40 369985 1456050 32 354200 1400958 16 256987 1355308 0 0 0
1529358365790338 4 0 0 4 4 4 0 0 0 0 0 0 14 4 3 0 19 4 1 0 0 0 1529356955085963 5420953 36864 0 32419 127556 239019 1403605840 1270250 1393159527 1393159527 0 308824767 33963 53.968581 1703 13624 26881855 93821676 1704 1704 40 369985 1456050 32 354200 1400958 16 256987 1355308 0 0 0
1529358365818402 4 0 1 3 4 4 0 0 0 0 0 0 15 3 3 0 19 5 1 0 0 0 1529356955085963 5424662 36887 0 32419 127826 239170 1403622023 1270250 1393159527 1393159527 0 308824767 33963 53.931703 1703 13624 26881855 93821676 1704 1704 40 369985 1455597 40 369985 1456050 16 256987 1355308 0 0 0
1529358365819168 4 0 0 4 4 4 0 0 0 0 0 0 14 4 3 0 19 5 1 0 0 0 1529356955085963 5424662 36889 0 32419 136280 239178 1403622023 1270250 1393159527 1393159527 0 308826014 33963 53.931901 1703 13624 26881855 93821676 1704 1704 40 369985 1455597 32 354200 1400958 16 256987 1355308 0 0 0
1529358370842949 4 0 0 4 4 4 0 0 0 0 0 0 14 4 4 0 19 6 1 0 0 0 1529356955085963 5427263 36907 0 32419 136334 239286 1408643612 1270250 1393159527 1393159527 0 308826014 33963 53.906051 1703 13624 26881855 93821676 1704 1704 40 369985 1455597 40 369985 1455597 16 256987 1355308 0 0 0
1529358479852006 4 0 0 4 4 4 0 0 0 0 0 0 14 4 4 1 19 6 1 0 0 0 1529356955085963 5458744 37226 0 32419 137129 242924 1517614138 1271772 2902893261 1393159527 0 308826014 33963 53.594148 1703 13624 26881855 93821676 1704 1704 40 369985 1455597 40 369985 1455597 16 256987 1355308 0 0 0
1529358479866804 4 0 1 3 4 4 0 0 0 0 0 0 14 3 3 0 19 6 2 0 0 0 1529356955085963 5458744 37226 0 47040 137794 242924 1517614138 1271772 2902893261 2902893261 0 308826014 68248 53.600097 1703 13624 26881855 93821676 1704 1704 40 369985 1455597 40 369985 1455597 16 256987 1355308 0 0 0
1529358479866963 4 0 1 3 4 4 0 0 0 0 0 0 14 3 3 0 19 6 2 0 0 0 1529356955085963 5458744 52021 0 47040 137794 242924 1517614138 1271772 2902893261 2902893261 0 308826014 68248 53.456194 1941 15528 264725226 1368793200 2229 2229 40 369985 1455597 32 112998 100289 16 256987 1355308 0 0 0
1529358479867085 4 0 1 3 4 4 0 0 0 0 0 0 14 3 3 0 19 6 2 0 0 0 1529356955085963 5458744 52021 0 47040 137794 243024 1517614138 1271772 2902893261 2902893261 0 308826014 68248 53.456194 1941 15528 264725226 1368793200 2229 2229 40 369985 1455597 32 112998 100289 16 256987 1355308 0 0 0
1529358479874037 4 0 0 4 4 4 0 0 0 0 0 0 13 4 3 0 19 6 2 0 0 0 1529356955085963 5458744 52023 0 47040 137794 243036 1517614143 1278011 2902893261 2902893261 0 308827261 68248 53.456391 1941 15528 264725226 1368793200 2229 2229 40 369985 1455597 32 112998 100289 16 256987 1355308 0 0 0
1529358479878937 4 0 1 3 4 4 0 0 0 0 0 0 14 3 3 0 19 7 2 0 0 0 1529356955085963 5462235 52046 0 47040 138074 243191 1517615178 1278011 2902893261 2902893261 0 308827261 68248 53.422325 1941 15528 264725226 1368793200 2229 2229 40 369985 1453235 40 369985 1455597 16 256987 1352946 0 0 0
1529358479879737 4 0 0 4 4 4 0 0 0 0 0 0 13 4 3 0 19 7 2 0 0 0 1529356955085963 5462235 52048 0 47040 138720 243198 1517615178 1278011 2902893261 2902893261 0 308828508 68248 53.422522 1941 15528 264725226 1368793200 2229 2229 40 369985 1453235 32 112998 100289 16 256987 1352946 0 0 0
1529358484888272 4 0 0 4 4 4 0 0 0 0 0 0 13 4 4 0 19 8 2 0 0 0 1529356955085963 5464736 52068 0 47040 138772 243300 1522621630 1278011 2902893261 2902893261 0 308828508 68248 53.398109 1941 15528 264725226 1368793200 2229 2229 40 369985 1453235 40 369985 1453235 16 256987 1352946 0 0 0
1529359673758966 4 0 0 4 4 4 0 0 0 0 0 0 13 4 4 1 19 8 2 0 0 0 1529356955085963 5781917 55505 0 47040 185397 580413 2710633811 1429399 4351804547 2902893261 0 308828508 68248 50.465240 1941 15528 264725226 1368793200 2229 2229 40 369985 1453235 40 369985 1453235 16 256987 1352946 0 0 0
1529359673780066 4 0 1 3 4 4 0 0 0 0 0 0 13 3 3 0 19 8 3 0 0 0 1529356955085963 5781917 55505 0 67964 186060 580413 2710633811 1429399 4351804547 4351804547 0 308828508 102993 50.470916 1941 15528 264725226 1368793200 2229 2229 40 369985 1453235 40 369985 1453235 16 256987 1352946 0 0 0
1529359673780240 4 0 1 3 4 4 0 0 0 0 0 0 13 3 3 0 19 8 3 0 0 0 1529356955085963 5781917 76620 0 67964 186060 580413 2710633811 1429399 4351804547 4351804547 0 308828508 102993 50.289012 1994 15952 181916608 946210162 2109 2109 40 369985 1453235 32 369061 1440049 16 256987 1352946 0 0 0
1529359673780374 4 0 1 3 4 4 0 0 0 0 0 0 13 3 3 0 19 8 3 0 0 0 1529356955085963 5781917 76620 0 67964 186060 580538 2710633811 1429399 4351804547 4351804547 0 308828508 102993 50.289012 1994 15952 181916608 946210162 2109 2109 40 369985 1453235 32 369061 1440049 16 256987 1352946 0 0 0
1529359673793563 4 0 0 4 4 4 0 0 0 0 0 0 12 4 3 0 19 8 3 0 0 0 1529356955085963 5781917 76622 0 67964 186060 580549 2710633816 1441853 4351804547 4351804547 0 308829755 102993 50.289198 1994 15952 181916608 946210162 2109 2109 40 369985 1453235 32 369061 1440049 16 256987 1352946 0 0 0
